,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,Date_recup,Complications,pays
0,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2011,NEUF,HOMME,10437.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,GRANDE-BRETAGNE
1,ZENO_WATCH_BASEL,X-LARGE_RETRO,AUTOMATIQUE,ACIER,INCONNUE,2023,NEUF,HOMME,699.0,42,44,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,ESPAGNE
2,ROLEX,YACHT-MASTER_40,AUTOMATIQUE,OR_ACIER,OR_ACIER,2022,NEUF,HOMME,21215.0,70,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-16,1,POLOGNE
3,ROLEX,DATEJUST_II,AUTOMATIQUE,ACIER,ACIER,2016,NEUF,HOMME,10437.0,48,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,GRANDE-BRETAGNE
5,PANERAI,LUMINOR_MARINA,AUTOMATIQUE,ACIER,CUIR,2023,NEUF,HOMME,7300.0,72,36,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,ALLEMAGNE
7,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME,39900.0,40,38,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,0,FRANCE
8,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,1994,NEUF,HOMME,13250.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
9,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,8690.0,70,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,0,FRANCE
10,CARTIER,TANK_LOUIS,MANUEL,OR_JAUNE,INCONNUE,1970,NEUF,HOMME,7000.0,38,24,0.0,INDETERMINE,MINÉRAL,PLIS,OR_JAUNE,2024-04-16,0,FRANCE
12,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,28800.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,BELGIQUE
13,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,7600.0,42,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
14,OMEGA,SPEEDMASTER,MANUEL,ACIER,TEXTILE,2021,NEUF,HOMME,15950.0,50,42,5.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-16,0,FRANCE
15,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2004,NEUF,HOMME,13200.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
16,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,4350.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
17,ZENITH,CHRONOMASTER_SPORT,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,9158.0,60,41,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
18,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,10290.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
19,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,OR_ACIER,1980,NEUF,HOMME,4900.0,42,29,3.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
20,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,2490.0,41,40,10.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
21,CARTIER,SANTOS_100,AUTOMATIQUE,TITANE,CUIR,2010,SATISFAISANT,HOMME,4400.0,42,38,10.0,TITANE,SAPHIR,DOUBLE_PLIS,TITANE,2024-04-16,0,FRANCE
22,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2008,NEUF,HOMME,13900.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
25,ROLEX,DAYTONA,AUTOMATIQUE,OR_ROSE,INCONNUE,2021,NEUF,HOMME,49900.0,72,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-16,1,FRANCE
26,TUDOR,BLACK_BAY,AUTOMATIQUE,BRONZE,CUIR,2022,NEUF,HOMME,3590.0,70,43,20.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,BRONZE,2024-04-16,0,FRANCE
27,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME,3000.0,70,39,20.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,2024-04-16,0,FRANCE
28,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_JAUNE,CUIR,1973,NEUF,HOMME,6900.0,40,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
29,GLYCINE,COMBAT_SUB,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,429.0,38,39,30.0,ALUMINIUM,SAPHIR,PLIS_COUVERT,ACIER,2024-04-16,1,FRANCE
30,OMEGA,SPEEDMASTER_REDUCED,AUTOMATIQUE,ACIER,ACIER,1998,NEUF,HOMME,3690.0,40,39,3.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-16,2,FRANCE
31,OMEGA,SPEEDMASTER_REDUCED,AUTOMATIQUE,ACIER,ACIER,1998,NEUF,HOMME,3650.0,40,39,3.0,ACIER,INCONNUE,DOUBLE_PLIS,ACIER,2024-04-16,2,FRANCE
32,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,13900.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
33,TUDOR,BLACK_BAY,AUTOMATIQUE,ARGENT,TEXTILE,2022,NEUF,HOMME,3290.0,70,39,20.0,ALUMINIUM,SAPHIR,BOUCLE_ARDILLON,ALUMINIUM,2024-04-16,0,FRANCE
34,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2016,NEUF,HOMME,34900.0,60,41,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
35,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,2012,NEUF,HOMME,9990.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
37,ROLEX,SEA-DWELLER,AUTOMATIQUE,ACIER,ACIER,1979,SATISFAISANT,HOMME,20900.0,48,40,0.0,ACIER,INCONNUE,PLIS_COUVERT,ACIER,2024-04-16,1,FRANCE
39,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,28000.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
40,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TEXTILE,2022,NEUF,HOMME,4700.0,70,42,20.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-16,Non_renseignée,FRANCE
41,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME,9200.0,70,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,0,FRANCE
42,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,1978,NEUF,HOMME,13900.0,48,40,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
43,ROLEX,EXPLORER_II,AUTOMATIQUE,ACIER,ACIER,2012,NEUF,HOMME,8950.0,48,42,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
44,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME,4990.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
45,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,9950.0,70,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,Non_renseignée,FRANCE
46,SINN,556,AUTOMATIQUE,ACIER,INCONNUE,2023,NEUF,HOMME,1120.0,38,38,20.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
47,SEIKO,PRESAGE,AUTOMATIQUE,TITANE,TITANE,2021,NEUF,HOMME,1590.0,50,41,10.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-16,1,FRANCE
48,CARTIER,TANK_SOLO,QUARTZ,ACIER,CUIR,2016,NEUF,HOMME,3070.0,0,27,0.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,Non_renseignée,FRANCE
49,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2005,NEUF,HOMME,10900.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
50,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME,21900.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
51,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,329.0,40,34,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
52,ROLEX,GMT-MASTER,AUTOMATIQUE,OR_ACIER,OR_ACIER,1979,NEUF,HOMME,13500.0,42,40,10.0,INDETERMINE,INCONNUE,PLIS,OR_JAUNE,2024-04-16,2,FRANCE
53,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,1800.0,41,40,10.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
54,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,OR_ROSE,INCONNUE,2012,NEUF,HOMME,43900.0,60,41,5.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-16,1,FRANCE
55,ROLEX,YACHT-MASTER_40,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2016,NEUF,HOMME,28780.0,48,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
57,ROLEX,EXPLORER_II,AUTOMATIQUE,ACIER,ACIER,2003,NEUF,HOMME,6900.0,50,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
58,ROLEX,SEA-DWELLER_4000,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME,12500.0,70,43,0.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
60,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,219.0,40,34,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
61,BREGUET,CLASSIQUE,AUTOMATIQUE,OR_BLANC,INCONNUE,2000,NEUF,HOMME,17500.0,48,36,30.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-16,3,FRANCE
62,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,380.0,41,43,10.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
63,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2003,NEUF,HOMME,10900.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
64,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,1989,NEUF,HOMME,17490.0,48,36,10.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-16,0,FRANCE
65,VACHERON_CONSTANTIN,HISTORIQUES,AUTOMATIQUE,OR_JAUNE,INCONNUE,2023,NEUF,HOMME,93000.0,40,37,5.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-04-16,1,FRANCE
66,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2006,NEUF,HOMME,22900.0,72,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
67,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,2007,NEUF,HOMME,335.0,41,42,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,1,FRANCE
68,TAG_HEUER,AQUARACER_300M,AUTOMATIQUE,ACIER,ACIER,2012,NEUF,HOMME,1690.0,38,41,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
69,OMEGA,SPEEDMASTER_REDUCED,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,HOMME,3400.0,42,39,5.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-16,1,BELGIQUE
70,ROLEX,DAYTONA,AUTOMATIQUE,OR_BLANC,CAOUTCHOUC,2000,NEUF,HOMME,30900.0,72,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-16,1,FRANCE
71,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,29900.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
72,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME,13950.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-16,1,FRANCE
73,ROLEX,YACHT-MASTER_37,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2022,NEUF,HOMME,25500.0,55,37,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
75,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,12000.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-16,1,FRANCE
77,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME,15800.0,70,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,0,FRANCE
78,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2023,NEUF,HOMME,4000.0,70,39,20.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-16,0,FRANCE
79,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2022,NEUF,HOMME,330.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
80,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,30500.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
81,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,234.0,40,38,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,0,FRANCE
82,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2013,NEUF,HOMME,13250.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
83,ALPINA,ALPINER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,950.0,38,41,20.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
84,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2018,NEUF,HOMME,3950.0,70,42,50.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
85,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,19590.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,Non_renseignée,FRANCE
87,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,850.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
88,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,9900.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
89,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME,380.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
90,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,CUIR,2022,SATISFAISANT,HOMME,890.0,41,41,5.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,1,FRANCE
91,ROLEX,YACHT-MASTER_42,AUTOMATIQUE,OR_JAUNE,CAOUTCHOUC,2022,NEUF,HOMME,34780.0,70,42,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,0,FRANCE
92,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,3590.0,70,37,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
93,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2024,NEUF,HOMME,598.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
94,PATEK_PHILIPPE,AQUANAUT,AUTOMATIQUE,ACIER,ACIER,2010,NEUF,HOMME,54900.0,45,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
95,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,2949.0,70,39,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
96,ZODIAC,SEA_WOLF,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,1199.0,42,40,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
97,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME,320.0,41,41,5.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,1,FRANCE
98,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2011,NEUF,HOMME,12750.0,48,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
99,ROLEX,EXPLORER_II,AUTOMATIQUE,ACIER,ACIER,2001,NEUF,HOMME,7900.0,50,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
100,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2022,NEUF,HOMME,330.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
102,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,HOMME,380.0,41,38,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,1,FRANCE
103,PATEK_PHILIPPE,AQUANAUT,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2021,NEUF,HOMME,104500.0,45,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-16,0,FRANCE
104,BREITLING,COLT,QUARTZ,ACIER,ACIER,1980,SATISFAISANT,HOMME,600.0,0,38,50.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
105,PANERAI,LUMINOR_GMT,AUTOMATIQUE,ACIER,INCONNUE,2011,NEUF,HOMME,4600.0,42,44,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,2,FRANCE
106,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2024,NEUF,HOMME,10300.0,50,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
107,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,1997,SATISFAISANT,HOMME,7900.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
108,BELL_ROSS,BR_V1,AUTOMATIQUE,ACIER,CUIR,2018,NEUF,HOMME,2400.0,42,39,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,0,FRANCE
109,PANERAI,LUMINOR_MARINA,MANUEL,ACIER,CUIR,2011,NEUF,HOMME,4500.0,56,44,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,0,FRANCE
110,OMEGA,SPEEDMASTER_REDUCED,AUTOMATIQUE,ACIER,CUIR,1998,SATISFAISANT,HOMME,2450.0,40,39,3.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-16,2,FRANCE
111,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2023,NEUF,HOMME,7800.0,50,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
112,PATEK_PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,2012,NEUF,HOMME,99500.0,55,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,2,FRANCE
113,PATEK_PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,2000,NEUF,HOMME,44900.0,48,37,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
114,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME,400.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
115,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,1999,SATISFAISANT,HOMME,9900.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
116,ORIENT,KAMASU,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME,150.0,40,42,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
117,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,INCONNUE,2023,NEUF,HOMME,93500.0,72,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
118,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2005,NEUF,HOMME,499.0,40,36,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,0,FRANCE
119,NOMOS,CLUB,MANUEL,ACIER,CUIR,2023,NEUF,HOMME,1100.0,43,36,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
120,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME,15900.0,70,40,30.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
121,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,OR_ROSE,INCONNUE,2022,NEUF,HOMME,53900.0,70,41,5.0,ACIER,SAPHIR,PLIS,OR_ROSE,2024-04-16,1,FRANCE
123,CARTIER,SANTOS_GALBÉE,QUARTZ,OR_ACIER,OR_ACIER,1990,SATISFAISANT,HOMME,2999.0,0,29,3.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
124,ROLEX,DATEJUST_41,AUTOMATIQUE,OR_JAUNE,OR_ACIER,2021,NEUF,HOMME,15800.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
125,PANERAI,LUMINOR_SUBMERSIBLE,AUTOMATIQUE,TITANE,CAOUTCHOUC,2002,SATISFAISANT,HOMME,5460.0,42,44,30.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,2024-04-16,1,FRANCE
126,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2014,NEUF,HOMME,14750.0,48,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
127,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2019,NEUF,HOMME,15890.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
128,OMEGA,SEAMASTER_PLANET,AUTOMATIQUE,ACIER,ACIER,2010,NEUF,HOMME,4100.0,48,42,60.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
129,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2005,NEUF,HOMME,5450.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
130,TUDOR,BLACK_BAY,AUTOMATIQUE,ARGENT,TEXTILE,2021,NEUF,HOMME,3500.0,70,39,20.0,ALUMINIUM,SAPHIR,BOUCLE_ARDILLON,ALUMINIUM,2024-04-16,0,FRANCE
131,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME,490.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
132,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,OR_ACIER,1980,SATISFAISANT,HOMME,4450.0,42,29,3.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
134,SEIKO,ASTRON_GPS,QUARTZ,TITANE,TITANE,2016,NEUF,HOMME,999.0,0,45,10.0,ACIER,SAPHIR,DOUBLE_PLIS,TITANE,2024-04-16,3,FRANCE
135,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME,16900.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
136,OMEGA,GENÈVE,AUTOMATIQUE,ACIER,ACIER,1970,NEUF,HOMME,775.0,50,36,0.0,ACIER,INCONNUE,BOUCLE_ARDILLON,ACIER,2024-04-16,2,FRANCE
137,CARTIER,SANTOS,AUTOMATIQUE,ACIER,CAOUTCHOUC,2020,NEUF,HOMME,6700.0,42,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
138,ORIS,ARTELIER_DATE,AUTOMATIQUE,ACIER,CUIR,2023,NEUF,HOMME,780.0,38,40,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
139,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,2012,SATISFAISANT,HOMME,385.0,41,42,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
140,TISSOT,PRX,QUARTZ,ACIER,ACIER,2023,NEUF,HOMME,360.0,0,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
