,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,Date_recup,Complications,pays
23391,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_JAUNE,CUIR,1974,SATISFAISANT,FEMME,3200.0,42,26,10.0,INDETERMINE,INCONNUE,BOUCLE_ARDILLON,OR_JAUNE,2024-08-08,1,FRANCE
23392,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,OR_ACIER,2005,SATISFAISANT,FEMME,3000.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,0,FRANCE
23394,SINN,U50,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,FEMME,2350.0,42,41,50.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,3,POLOGNE
23396,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CERAMIQUE,2014,NEUF,FEMME,10172.0,42,38,20.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2024-08-08,0,FRANCE
23397,LONGINES,CONQUEST,AUTOMATIQUE,ACIER,ACIER,2019,NEUF,FEMME,700.0,64,41,30.0,ACIER,SAPHIR,PLIS_COUVERT,ACIER,2024-08-08,1,ITALIE
23398,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2014,SATISFAISANT,FEMME,39950.0,60,37,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-08-08,1,FRANCE
23399,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1990,SATISFAISANT,FEMME,7972.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ÉTATS-UNIS
23401,RICHARD_MILLE,RM_037,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2022,NEUF,FEMME,190388.0,50,53,5.0,INDETERMINE,SAPHIR,DOUBLE_PLIS,OR_ROSE,2024-08-08,2,MALAISIE
23402,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CERAMIQUE,2015,SATISFAISANT,FEMME,5000.0,42,38,20.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2024-08-08,0,FRANCE
23403,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1983,SATISFAISANT,FEMME,4950.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,FRANCE
23404,CARTIER,TANK,MANUEL,OR_JAUNE,CUIR,1976,SATISFAISANT,FEMME,8500.0,40,15,0.0,INDETERMINE,MINÉRAL,PLIS_COUVERT,OR_JAUNE,2024-08-08,2,FRANCE
23406,CARTIER,RONDE_SOLO,AUTOMATIQUE,ACIER,ACIER,2020,SATISFAISANT,FEMME,2156.0,42,36,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,AUSTRALIE
23407,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1991,SATISFAISANT,FEMME,4685.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23408,CARTIER,SANTOS_GALBÉE,AUTOMATIQUE,OR_ACIER,OR_ACIER,,SATISFAISANT,FEMME,2990.0,42,24,3.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,FRANCE
23410,CARTIER,SANTOS_GALBÉE,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,2895.0,42,24,0.0,INDETERMINE,SAPHIR,PLIS_COUVERT,OR_JAUNE,2024-08-08,0,PAYS-BAS
23411,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1982,SATISFAISANT,FEMME,4500.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,FRANCE
23412,CARTIER,BALLON_BLEU,AUTOMATIQUE,OR_ACIER,OR_ACIER,2021,SATISFAISANT,FEMME,6910.0,40,33,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,FRANCE
23414,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1995,SATISFAISANT,FEMME,3680.0,42,26,2.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,3,FRANCE
23415,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,3900.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ITALIE
23416,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,,SATISFAISANT,FEMME,6900.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,FRANCE
23417,CARTIER,SANTOS_100,AUTOMATIQUE,ACIER,CAOUTCHOUC,2010,SATISFAISANT,FEMME,3950.0,42,33,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-08-08,3,PAYS-BAS
23418,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_ACIER,OR_ACIER,2024,NEUF,FEMME,11500.0,50,29,5.0,OR_ACIER,SAPHIR,PLIS,OR_ACIER,2024-08-08,1,FRANCE
23419,OMEGA,DE_VILLE,MANUEL,ACIER,CUIR,,SATISFAISANT,FEMME,1150.0,30,30,0.0,ACIER,PLASTIQUE,BOUCLE_ARDILLON,OR_ROSE,2024-08-08,0,FRANCE
23420,CARTIER,TANK_VERMEIL,MANUEL,ARGENT,CUIR,1995,SATISFAISANT,FEMME,2190.0,44,23,0.0,ARGENT,SAPHIR,BOUCLE_ARDILLON,ARGENT,2024-08-08,0,FRANCE
23421,TUDOR,STYLE,AUTOMATIQUE,ACIER,OR_ACIER,2022,SATISFAISANT,FEMME,1357.0,38,28,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,0,MALAISIE
23423,JAEGER_LECOULTRE,REVERSO_CLASSIQUE,MANUEL,OR_JAUNE,OR_ACIER,1995,SATISFAISANT,FEMME,5800.0,45,23,3.0,INDETERMINE,SAPHIR,DOUBLE_PLIS,OR_JAUNE,2024-08-08,0,FRANCE
23424,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,2010,SATISFAISANT,FEMME,6200.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,ITALIE
23425,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2023,SATISFAISANT,FEMME,1732.0,38,32,15.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,GRANDE-BRETAGNE
23426,BREITLING,NAVITIMER,AUTOMATIQUE,ACIER,ACIER,2023,SATISFAISANT,HOMME,3499.0,38,35,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,PAYS-BAS
23427,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1998,SATISFAISANT,FEMME,3680.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,4,FRANCE
23428,TISSOT,LE_LOCLE,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,520.0,38,26,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,FRANCE
23429,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,FEMME,8150.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,4,FRANCE
23431,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1987,SATISFAISANT,FEMME,3200.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ITALIE
23432,CARTIER,SANTOS,AUTOMATIQUE,ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,2300.0,42,25,2.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,0,FRANCE
23435,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,INDETERMINE,FEMME,8750.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,FRANCE
23437,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,FEMME,2112.0,42,20,0.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,FRANCE
23438,PATEK_PHILIPPE,CALATRAVA,MANUEL,OR_ROSE,INCONNUE,2005,SATISFAISANT,FEMME,8259.0,44,29,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_ROSE,2024-08-08,0,TAÏWAN
23440,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1999,SATISFAISANT,FEMME,3680.0,42,26,2.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,4,FRANCE
23441,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,1993,SATISFAISANT,FEMME,6700.0,48,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,FRANCE
23442,BREITLING,CHRONOMAT_36,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,FEMME,3800.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,ALLEMAGNE
23443,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,FEMME,4605.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,AFRIQUE_DU_SUD
23444,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CERAMIQUE,2015,SATISFAISANT,FEMME,5000.0,42,38,20.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2024-08-08,0,FRANCE
23445,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CERAMIQUE,2021,SATISFAISANT,FEMME,6450.0,70,38,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-08-08,1,FRANCE
23447,TISSOT,BALLADE_POWERMATIC,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,820.0,80,30,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,FRANCE
23449,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1988,SATISFAISANT,FEMME,11950.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,PAYS-BAS
23450,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_ACIER,OR_ACIER,2024,NEUF,FEMME,11500.0,50,29,5.0,OR_ACIER,SAPHIR,PLIS,OR_ACIER,2024-08-08,1,FRANCE
23451,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,FEMME,8999.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,AUTRICHE
23452,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,,SATISFAISANT,FEMME,3341.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,BRÉSIL
23453,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,OR_ACIER,2020,SATISFAISANT,FEMME,12690.0,55,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-08-08,1,ALLEMAGNE
23454,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,1990,SATISFAISANT,FEMME,2435.0,42,24,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,AUTRICHE
23455,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1991,SATISFAISANT,FEMME,5190.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23459,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,,SATISFAISANT,FEMME,4223.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ÉTATS-UNIS
23461,CARTIER,TANK_VERMEIL,MANUEL,ARGENT,CUIR,1990,SATISFAISANT,FEMME,2000.0,44,21,0.0,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ACIER,2024-08-08,0,FRANCE
23462,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CERAMIQUE,2015,SATISFAISANT,FEMME,5000.0,42,38,20.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2024-08-08,0,FRANCE
23463,CARTIER,BALLON_BLEU,AUTOMATIQUE,ACIER,ACIER,2023,SATISFAISANT,FEMME,5750.0,38,36,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,FRANCE
23464,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_JAUNE,CUIR,1984,SATISFAISANT,FEMME,3450.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ITALIE
23465,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1980,SATISFAISANT,FEMME,3173.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,CHILI
23466,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,1996,SATISFAISANT,FEMME,4295.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,PAYS-BAS
23467,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2006,SATISFAISANT,FEMME,5550.0,42,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,2,FRANCE
23470,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1995,SATISFAISANT,FEMME,7400.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ITALIE
23473,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2000,SATISFAISANT,FEMME,5196.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,GRANDE-BRETAGNE
23474,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,OR_ACIER,2013,SATISFAISANT,FEMME,8300.0,42,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-08-08,1,FRANCE
23475,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1998,SATISFAISANT,FEMME,4000.0,42,26,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-08-08,2,FRANCE
23478,CARTIER,TANK_LOUIS,MANUEL,OR_JAUNE,CUIR,1980,SATISFAISANT,FEMME,7300.0,38,21,0.0,INDETERMINE,MINÉRAL,BOUCLE_ARDILLON,OR_JAUNE,2024-08-08,0,FRANCE
23479,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,4500.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,FRANCE
23480,CHOPARD,IMPERIALE,AUTOMATIQUE,OR_ROSE,INCONNUE,2020,NEUF,FEMME,23150.0,42,36,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-08-08,0,ESPAGNE
23481,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1990,SATISFAISANT,FEMME,10148.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,GRANDE-BRETAGNE
23482,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,1900.0,42,25,0.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,0,BELGIQUE
23483,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,14000.0,70,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,FRANCE
23484,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1985,SATISFAISANT,FEMME,8302.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,GRANDE-BRETAGNE
23485,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,SATISFAISANT,FEMME,6300.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,CHINE
23487,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1998,SATISFAISANT,FEMME,9150.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ITALIE
23488,CARTIER,SANTOS_GALBÉE,AUTOMATIQUE,OR_ACIER,ACIER,2005,SATISFAISANT,FEMME,3936.0,42,24,3.0,INDETERMINE,SAPHIR,DOUBLE_PLIS,OR_JAUNE,2024-08-08,1,GRANDE-BRETAGNE
23489,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2000,SATISFAISANT,FEMME,3600.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,1,BELGIQUE
23490,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,2900.0,38,32,15.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,FRANCE
23491,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,INDETERMINE,FEMME,8000.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,ITALIE
23492,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_ACIER,OR_ACIER,2023,NEUF,FEMME,22990.0,70,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23493,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1995,SATISFAISANT,FEMME,4190.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23494,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,5500.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,FRANCE
23495,OMEGA,DE_VILLE,AUTOMATIQUE,OR_JAUNE,INCONNUE,1965,SATISFAISANT,FEMME,3200.0,45,18,0.0,INDETERMINE,MINÉRAL,FERMOIR_BIJOUX,OR_JAUNE,2024-08-08,0,FRANCE
23496,MIDO,BARONCELLI,AUTOMATIQUE,ACIER,CUIR_VACHE,2024,NEUF,FEMME,800.0,80,33,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-08-08,1,FRANCE
23497,ROLEX,CELLINI,MANUEL,OR_JAUNE,INCONNUE,1990,SATISFAISANT,FEMME,5980.0,48,24,0.0,INDETERMINE,SAPHIR,FERMOIR_BIJOUX,OR_JAUNE,2024-08-08,1,FRANCE
23499,CARTIER,TANK,MANUEL,ARGENT,CUIR,1980,SATISFAISANT,HOMME,1999.0,40,23,0.0,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,2024-08-08,0,ITALIE
23500,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,,SATISFAISANT,FEMME,3500.0,48,26,0.0,INDETERMINE,SAPHIR,DOUBLE_PLIS,OR_JAUNE,2024-08-08,0,FRANCE
23501,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2001,SATISFAISANT,FEMME,4150.0,42,24,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,2,FRANCE
23502,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,OR,1974,SATISFAISANT,FEMME,5500.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,BELGIQUE
23503,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1978,SATISFAISANT,FEMME,3400.0,42,26,10.0,INDETERMINE,INCONNUE,PLIS,OR_BLANC,2024-08-08,1,ITALIE
23504,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CERAMIQUE,2014,NEUF,FEMME,10172.0,42,38,20.0,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,2024-08-08,0,FRANCE
23505,CARTIER,TANK_AMÉRICAINE,AUTOMATIQUE,OR_JAUNE,CUIR,2000,SATISFAISANT,FEMME,7999.0,38,45,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23506,TISSOT,SEASTAR,AUTOMATIQUE,ACIER,ACIER,2010,SATISFAISANT,FEMME,250.0,40,25,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-08-08,1,FRANCE
23507,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2024,INDETERMINE,FEMME,9250.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,PAYS-BAS
23508,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1997,SATISFAISANT,FEMME,5950.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,FRANCE
23509,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,2000,NEUF,FEMME,7641.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,ÉTATS-UNIS
23510,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_ACIER,OR_ACIER,2024,NEUF,FEMME,11500.0,50,29,5.0,OR_ACIER,SAPHIR,PLIS,OR_ACIER,2024-08-08,1,FRANCE
23512,ROLEX,YACHT-MASTER,AUTOMATIQUE,OR_ACIER,OR_ACIER,2006,SATISFAISANT,FEMME,6150.0,48,29,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,BELGIQUE
23513,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,1992,SATISFAISANT,FEMME,4650.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,BELGIQUE
23514,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,1993,SATISFAISANT,FEMME,2495.0,42,24,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,2,PAYS-BAS
23515,HAMILTON,JAZZMASTER_VIEWMATIC,AUTOMATIQUE,ACIER,CUIR,,SATISFAISANT,FEMME,950.0,43,36,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-08-08,1,FRANCE
23516,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,OR_ACIER,2013,SATISFAISANT,FEMME,8300.0,42,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-08-08,1,FRANCE
23517,PATEK_PHILIPPE,CALATRAVA,MANUEL,OR_JAUNE,INCONNUE,1993,SATISFAISANT,FEMME,7080.0,44,25,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23518,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,2001,SATISFAISANT,FEMME,5180.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,SUISSE
23519,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,2004,SATISFAISANT,FEMME,5950.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,ALLEMAGNE
23520,MONTBLANC,STAR,AUTOMATIQUE,ACIER,ACIER,2009,SATISFAISANT,FEMME,650.0,42,32,30.0,ACIER,SAPHIR,PLIS_COUVERT,ACIER,2024-08-08,1,FRANCE
23521,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,1991,SATISFAISANT,FEMME,3150.0,42,24,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-08-08,0,BELGIQUE
23524,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,OR_ACIER,1983,SATISFAISANT,FEMME,7499.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23525,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1995,SATISFAISANT,FEMME,5294.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,SUÈDE
23526,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,5150.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,PAYS-BAS
23527,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2012,SATISFAISANT,FEMME,2900.0,42,38,20.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-08-08,1,FRANCE
23530,CARTIER,PASHA,AUTOMATIQUE,OR_BLANC,CUIR,2007,SATISFAISANT,FEMME,5200.0,42,32,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,OR_BLANC,2024-08-08,0,FRANCE
23531,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,OR_ACIER,1987,SATISFAISANT,FEMME,6000.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ITALIE
23532,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,1998,SATISFAISANT,FEMME,4295.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-08-08,1,PAYS-BAS
23533,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1995,SATISFAISANT,FEMME,5650.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,BELGIQUE
23534,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,OR_ACIER,2013,SATISFAISANT,FEMME,8300.0,42,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-08-08,1,FRANCE
23535,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_ACIER,OR_ACIER,2002,SATISFAISANT,FEMME,10792.0,70,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,QATAR
23536,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1993,SATISFAISANT,FEMME,5590.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ALLEMAGNE
23537,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,2011,SATISFAISANT,FEMME,8900.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-08-08,1,FRANCE
23538,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,OR_ACIER,2023,SATISFAISANT,FEMME,16846.0,55,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-08-08,1,ÉTATS-UNIS
