,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,Date_recup,Complications,pays
18710,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2017,SATISFAISANT,HOMME/UNISEXE,7300.0,48,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,BELGIQUE
18711,ROLEX,SKY-DWELLER,AUTOMATIQUE,OR_ACIER,OR_ACIER,2023,NEUF,HOMME/UNISEXE,22400.0,72,42,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,0,FRANCE
18712,OMEGA,SPEEDMASTER_MOONPHASE,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,6900.0,60,45,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,3,FRANCE
18713,LONGINES,CONQUEST,QUARTZ,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,720.0,0,41,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18714,OMEGA,CLASSIC,MANUEL,ACIER,CUIR,2022,SATISFAISANT,HOMME/UNISEXE,7300.0,72,39,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18717,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,INCONNUE,2012,NEUF,HOMME/UNISEXE,33900.0,72,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,FRANCE
18721,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,13490.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-07-23,1,ALLEMAGNE
18724,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,7990.0,42,36,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-07-23,1,FRANCE
18725,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,4000.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18726,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,4500.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,BELGIQUE
18727,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2019,NEUF,HOMME/UNISEXE,9050.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18730,ROLEX,DATEJUST_41,AUTOMATIQUE,OR_ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,12830.0,70,41,10.0,INDETERMINE,SAPHIR,DOUBLE_PLIS,OR_BLANC,2024-07-23,1,FRANCE
18732,ROLEX,DAY-DATE_36,AUTOMATIQUE,OR_JAUNE,INCONNUE,1989,NEUF,HOMME/UNISEXE,17900.0,48,36,10.0,INDETERMINE,SAPHIR,PLIS_COUVERT,OR_JAUNE,2024-07-23,1,FRANCE
18735,ROLEX,DATEJUST_41,AUTOMATIQUE,OR_BLANC,ACIER,2018,NEUF,HOMME/UNISEXE,13750.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-07-23,1,FRANCE
18736,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_ACIER,OR_ACIER,2009,NEUF,HOMME/UNISEXE,9190.0,48,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,FRANCE
18737,OMEGA,SPEEDMASTER_DATE,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,2650.0,44,39,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18740,SEIKO,ANANTA,AUTOMATIQUE,ACIER,ACIER,,NEUF,HOMME/UNISEXE,2075.0,45,46,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,3,FRANCE
18742,ROLEX,DATEJUST_41,AUTOMATIQUE,OR_JAUNE,OR_ACIER,2023,NEUF,HOMME/UNISEXE,14500.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,FRANCE
18743,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,HOMME/UNISEXE,11800.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18746,TAG_HEUER,AQUARACER_300M,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,2100.0,38,43,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,0,BELGIQUE
18747,VACHERON_CONSTANTIN,FIFTYSIX,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,12500.0,72,40,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18752,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,6200.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18753,HAMILTON,KHAKI_X-WIND,AUTOMATIQUE,ACIER,CUIR,2019,SATISFAISANT,HOMME/UNISEXE,1000.0,60,44,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,2,FRANCE
18754,ROLEX,GMT-MASTER,AUTOMATIQUE,ACIER,ACIER,1997,NEUF,HOMME/UNISEXE,13450.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18755,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,8499.0,70,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-07-23,0,FRANCE
18756,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_ACIER,OR_ACIER,1989,NEUF,HOMME/UNISEXE,5999.0,42,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,ALLEMAGNE
18758,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2016,NEUF,HOMME/UNISEXE,18500.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,1,FRANCE
18759,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,HOMME/UNISEXE,7840.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18760,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,OR_ACIER,1985,NEUF,HOMME/UNISEXE,4850.0,42,29,3.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,FRANCE
18761,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,7800.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18762,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,2012,NEUF,HOMME/UNISEXE,320.0,40,42,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-07-23,2,BELGIQUE
18764,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,9990.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18766,ROLEX,DATEJUST_41,AUTOMATIQUE,OR_ACIER,OR_ACIER,2020,NEUF,HOMME/UNISEXE,13999.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-07-23,1,BELGIQUE
18767,HAMILTON,JAZZMASTER_OPEN,AUTOMATIQUE,ACIER,CUIR,,NEUF,HOMME/UNISEXE,790.0,80,40,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18769,ZENITH,EL_PRIMERO,AUTOMATIQUE,ACIER,INCONNUE,2021,NEUF,HOMME/UNISEXE,8000.0,50,38,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18770,MONTBLANC,1858,AUTOMATIQUE,BRONZE,CUIR,2023,NEUF,HOMME/UNISEXE,2280.0,48,42,10.0,BRONZE,SAPHIR,PLIS,BRONZE,2024-07-23,1,FRANCE
18771,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,3450.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18772,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2018,SATISFAISANT,HOMME/UNISEXE,8690.0,48,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18773,ROLEX,GMT-MASTER,AUTOMATIQUE,ACIER,ACIER,1996,NEUF,HOMME/UNISEXE,12590.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18779,ORIS,DIVERS_SIXTY,AUTOMATIQUE,BRONZE,TEXTILE,2023,NEUF,HOMME/UNISEXE,1550.0,38,38,10.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,BRONZE,2024-07-23,1,FRANCE
18780,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,HOMME/UNISEXE,12200.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,0,ITALIE
18781,ROLEX,AIR_KING,AUTOMATIQUE,ACIER,ACIER,2000,SATISFAISANT,HOMME/UNISEXE,4040.0,42,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,BELGIQUE
18783,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,13500.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-07-23,1,FRANCE
18784,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,26490.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,1,ITALIE
18787,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,1980,SATISFAISANT,HOMME/UNISEXE,5650.0,42,29,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18789,PATEK_PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,89900.0,48,40,6.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-07-23,2,FRANCE
18792,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,6990.0,55,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18793,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,21990.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,0,FRANCE
18795,CARTIER,ROADSTER,AUTOMATIQUE,OR_JAUNE,CUIR,2010,NEUF,HOMME/UNISEXE,7600.0,42,37,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,FRANCE
18797,IWC,PILOT_CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,2021,NEUF,HOMME/UNISEXE,4990.0,44,43,6.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,2,FRANCE
18798,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2012,NEUF,HOMME/UNISEXE,20490.0,72,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,ITALIE
18801,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,1992,NEUF,HOMME/UNISEXE,11445.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18802,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2010,NEUF,HOMME/UNISEXE,890.0,40,39,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-07-23,0,FRANCE
18803,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,18400.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,0,ITALIE
18804,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,14350.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-07-23,1,FRANCE
18807,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,11450.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,0,FRANCE
18808,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,OR_ACIER,2022,NEUF,HOMME/UNISEXE,8500.0,42,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,BELGIQUE
18811,VACHERON_CONSTANTIN,HISTORIQUES,MANUEL,OR_BLANC,CUIR,2022,NEUF,HOMME/UNISEXE,32490.0,65,40,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_BLANC,2024-07-23,1,FRANCE
18813,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2009,NEUF,HOMME/UNISEXE,199900.0,40,41,2.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-07-23,3,FRANCE
18814,LONGINES,HERITAGE,AUTOMATIQUE,ACIER,CUIR,2017,NEUF,HOMME/UNISEXE,2000.0,42,41,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,0,FRANCE
18816,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,28950.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,1,FRANCE
18817,PANERAI,RADIOMIR_BLACK,MANUEL,CÉRAMIQUE,CUIR,2008,NEUF,HOMME/UNISEXE,4200.0,56,45,10.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-07-23,5,FRANCE
18819,ROLEX,SKY-DWELLER,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,19120.0,72,42,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-07-23,1,FRANCE
18821,BREITLING,AVENGER_II,AUTOMATIQUE,ACIER,CAOUTCHOUC,2016,NEUF,HOMME/UNISEXE,2800.0,42,43,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18822,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,TEXTILE,2022,NEUF,HOMME/UNISEXE,2899.0,70,41,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,0,FRANCE
18823,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2006,NEUF,HOMME/UNISEXE,5750.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18825,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,NEUF,HOMME/UNISEXE,5050.0,42,29,3.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,BELGIQUE
18826,ZENITH,CHRONOMASTER_SPORT,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,8900.0,60,41,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,2,FRANCE
18827,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,14500.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-07-23,1,FRANCE
18828,JAEGER_LECOULTRE,REVERSO_CLASSIQUE,MANUEL,ACIER,CUIR,,NEUF,HOMME/UNISEXE,5600.0,45,40,0.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,Non_renseignée,FRANCE
18829,OMEGA,SPEEDMASTER,MANUEL,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,8000.0,48,39,6.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18832,TAG_HEUER,MONACO_CALIBRE,AUTOMATIQUE,ACIER,INCONNUE,2013,NEUF,HOMME/UNISEXE,4500.0,40,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18833,BREITLING,CHRONOMAT_44,AUTOMATIQUE,OR_ACIER,OR_ACIER,2013,NEUF,HOMME/UNISEXE,7307.0,70,44,50.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-07-23,2,BELGIQUE
18834,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,HOMME/UNISEXE,3899.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18835,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,9200.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18838,ROLEX,GMT-MASTER,AUTOMATIQUE,ACIER,ACIER,1983,SATISFAISANT,HOMME/UNISEXE,32000.0,48,40,10.0,ACIER,INCONNUE,PLIS,ACIER,2024-07-23,2,FRANCE
18841,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,1984,NEUF,HOMME/UNISEXE,25000.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18843,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,TEXTILE,2013,SATISFAISANT,HOMME/UNISEXE,2900.0,38,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,Non_renseignée,BELGIQUE
18844,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,OR_ACIER,OR_ACIER,2023,NEUF,HOMME/UNISEXE,17200.0,70,41,30.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,0,ITALIE
18845,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,8300.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18847,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,5355.0,55,42,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,1,BELGIQUE
18848,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,CUIR,1996,NEUF,HOMME/UNISEXE,15645.0,70,36,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18849,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,7800.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18851,SEIKO,KING,AUTOMATIQUE,ACIER,INCONNUE,2021,NEUF,HOMME/UNISEXE,2299.0,45,39,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18853,ROLEX,EXPLORER_II,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,10000.0,70,42,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18854,PATEK_PHILIPPE,CALATRAVA,MANUEL,OR_BLANC,INCONNUE,2014,NEUF,HOMME/UNISEXE,21000.0,44,37,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_BLANC,2024-07-23,1,BELGIQUE
18856,BELL_ROSS,BR_03-92,AUTOMATIQUE,ACIER,CAOUTCHOUC,2019,NEUF,HOMME/UNISEXE,2300.0,40,42,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18858,CARTIER,TANK,QUARTZ,ACIER,CUIR,2023,NEUF,HOMME/UNISEXE,3500.0,0,34,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,0,BELGIQUE
18861,BELL_ROSS,BR_03,AUTOMATIQUE,BRONZE,CUIR,2010,NEUF,HOMME/UNISEXE,2990.0,42,42,30.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,BRONZE,2024-07-23,0,FRANCE
18863,JAEGER_LECOULTRE,REVERSO,MANUEL,PLATINE,PLATINE,2001,SATISFAISANT,HOMME/UNISEXE,22800.0,52,26,3.0,PLATINE,SAPHIR,DOUBLE_PLIS,PLATINE,2024-07-23,1,FRANCE
18864,BREITLING,SUPEROCEAN_42,AUTOMATIQUE,ACIER,CAOUTCHOUC,2022,NEUF,HOMME/UNISEXE,3316.0,38,42,50.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,BELGIQUE
18865,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,8750.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,PAYS-BAS
18867,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2014,NEUF,HOMME/UNISEXE,8850.0,48,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-07-23,1,BELGIQUE
18869,ROLEX,SEA-DWELLER,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,11900.0,70,43,0.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,1,FRANCE
18870,LONGINES,AVIGATION,AUTOMATIQUE,ACIER,CUIR,2023,NEUF,HOMME/UNISEXE,2300.0,66,41,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18873,ORIENT,STAR,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,395.0,42,37,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-07-23,1,FRANCE
18875,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,1999,SATISFAISANT,HOMME/UNISEXE,5985.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18876,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2010,NEUF,HOMME/UNISEXE,6800.0,48,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,FRANCE
18877,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2000,NEUF,HOMME/UNISEXE,26999.0,40,39,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18879,JAEGER_LECOULTRE,REVERSO,AUTOMATIQUE,ACIER,ACIER,2000,SATISFAISANT,HOMME/UNISEXE,3208.0,38,27,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-07-23,1,FRANCE
18881,ROLEX,SEA-DWELLER_DEEPSEA,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,15550.0,70,44,0.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,1,FRANCE
18882,ROLEX,YACHT-MASTER_40,AUTOMATIQUE,OR_JAUNE,INCONNUE,1995,NEUF,HOMME/UNISEXE,23400.0,48,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-07-23,1,FRANCE
18883,SEIKO,KING,QUARTZ,OR_ACIER,ACIER,,SATISFAISANT,HOMME/UNISEXE,169.0,0,36,0.0,ACIER,MINÉRAL,DOUBLE_PLIS,ACIER,2024-07-23,0,FRANCE
18885,PANERAI,LUMINOR_MARINA,AUTOMATIQUE,ACIER,CUIR,2022,NEUF,HOMME/UNISEXE,5800.0,72,40,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,BELGIQUE
18886,ROLEX,EXPLORER_II,AUTOMATIQUE,ACIER,ACIER,2013,NEUF,HOMME/UNISEXE,8400.0,48,42,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18888,TAG_HEUER,MONZA,AUTOMATIQUE,TITANE,CUIR,2019,NEUF,HOMME/UNISEXE,3760.0,42,42,10.0,TITANE,SAPHIR,PLIS,TITANE,2024-07-23,2,FRANCE
18889,TUDOR,SUBMARINER,AUTOMATIQUE,ACIER,ACIER,1994,NEUF,HOMME/UNISEXE,5990.0,38,40,20.0,ACIER,INCONNUE,PLIS,ACIER,2024-07-23,1,FRANCE
18890,BREITLING,NAVITIMER_1,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,6190.0,70,43,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,0,ALLEMAGNE
18891,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,30000.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-07-23,1,FRANCE
18892,CARTIER,PANTHÈRE,QUARTZ,OR_ACIER,OR_ACIER,1996,NEUF,HOMME/UNISEXE,3250.0,0,27,3.0,INDETERMINE,SAPHIR,PLIS_COUVERT,OR_JAUNE,2024-07-23,0,FRANCE
18893,ROLEX,DAY-DATE_40,AUTOMATIQUE,OR_ROSE,INCONNUE,2023,NEUF,HOMME/UNISEXE,40000.0,70,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-07-23,1,FRANCE
18895,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,4740.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18897,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,38900.0,40,38,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-07-23,Non_renseignée,FRANCE
18898,HAMILTON,KHAKI_PILOT,AUTOMATIQUE,ACIER,CUIR,2012,NEUF,HOMME/UNISEXE,479.0,80,46,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-07-23,1,FRANCE
18899,TISSOT,PRS_516,AUTOMATIQUE,ACIER,ACIER,2011,NEUF,HOMME/UNISEXE,389.0,80,42,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,2,FRANCE
18901,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2010,NEUF,HOMME/UNISEXE,13990.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18904,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,ACIER,,NEUF,HOMME/UNISEXE,450.0,41,42,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-07-23,1,FRANCE
18905,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,OR_ACIER,1988,NEUF,HOMME/UNISEXE,4600.0,48,34,10.0,INDETERMINE,INCONNUE,PLIS,OR_JAUNE,2024-07-23,1,FRANCE
