,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,Date_recup,Complications,pays
10344,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1995,SATISFAISANT,FEMME,4872.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-18,1,SUÈDE
10347,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,6823.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-18,1,GRANDE-BRETAGNE
10350,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,OR_ACIER,2016,SATISFAISANT,FEMME,14916.0,48,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-18,1,ÉTATS-UNIS
10351,BREITLING,CHRONOMAT_36,AUTOMATIQUE,OR_ACIER,OR_ACIER,2022,SATISFAISANT,FEMME,8080.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,GRANDE-BRETAGNE
10353,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1999,SATISFAISANT,FEMME,5207.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,GRANDE-BRETAGNE
10355,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2020,SATISFAISANT,FEMME,8063.0,48,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,ÉTATS-UNIS
10359,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,1984,SATISFAISANT,FEMME,7602.0,42,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,ÉTATS-UNIS
10364,ROLEX,YACHT-MASTER,AUTOMATIQUE,ACIER,ACIER,2008,SATISFAISANT,FEMME,5686.0,48,29,10.0,PLATINE,SAPHIR,PLIS,PLATINE,2024-04-18,1,GRANDE-BRETAGNE
10365,OMEGA,DE_VILLE,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,FEMME,2727.0,48,33,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,0,JAPON
10367,PATEK_PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,64640.0,45,36,6.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,GRANDE-BRETAGNE
10371,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,6313.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-18,1,GRANDE-BRETAGNE
10374,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,6823.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-18,1,GRANDE-BRETAGNE
10377,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,FEMME,7839.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,0,SUÈDE
10379,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,FEMME,1912.0,48,26,10.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-18,1,JAPON
10383,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,FEMME,7481.0,48,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,ÉTATS-UNIS
10385,BREITLING,CHRONOMAT_36,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,FEMME,4026.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,ÉTATS-UNIS
10386,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_JAUNE,CUIR,,SATISFAISANT,FEMME,2304.0,42,26,10.0,INDETERMINE,INCONNUE,PLIS,OR_JAUNE,2024-04-18,0,ÉTATS-UNIS
10391,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,2003,SATISFAISANT,FEMME,1546.0,42,36,0.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-18,1,JAPON
10393,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,SATISFAISANT,FEMME,6221.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,0,ÉTATS-UNIS
10399,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1979,SATISFAISANT,FEMME,6943.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-18,1,GRANDE-BRETAGNE
10403,OMEGA,SPEEDMASTER,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,FEMME,1787.0,60,39,0.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,0,JAPON
10411,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1994,SATISFAISANT,FEMME,5759.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-18,1,ÉTATS-UNIS
10416,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1991,SATISFAISANT,FEMME,3167.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-18,1,ÉTATS-UNIS
10418,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,1990,SATISFAISANT,FEMME,5387.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-18,1,GRANDE-BRETAGNE
10422,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,CAOUTCHOUC,2018,NEUF,HOMME/UNISEXE,36000.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,ITALIE
10423,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,2009,NEUF,HOMME/UNISEXE,10968.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,ÉTATS-UNIS
10424,HAMILTON,KHAKI_FIELD,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,842.0,80,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,ÉTATS-UNIS
10425,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,13278.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ÉTATS-UNIS
10427,ORIS,AQUIS_DATE,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,1317.0,38,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,1,GRANDE-BRETAGNE
10428,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2015,SATISFAISANT,HOMME/UNISEXE,13619.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,ÉTATS-UNIS
10429,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,OR_ACIER,OR_ACIER,2004,SATISFAISANT,HOMME/UNISEXE,13278.0,48,40,30.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-22,1,ÉTATS-UNIS
10430,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,1999,SATISFAISANT,HOMME/UNISEXE,8850.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ALLEMAGNE
10431,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,HOMME/UNISEXE,12750.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,PAYS-BAS
10432,ROLEX,OYSTERDATE_PRECISION,MANUEL,ACIER,CUIR,1978,NEUF,HOMME/UNISEXE,2673.0,40,34,0.0,ACIER,INCONNUE,BOUCLE_ARDILLON,ACIER,2024-04-22,1,PAYS-BAS
10433,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,16972.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-22,1,ÉTATS-UNIS
10434,TUDOR,PRINCE_DATE,AUTOMATIQUE,ACIER,ACIER,2002,SATISFAISANT,HOMME/UNISEXE,1191.0,38,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,GRANDE-BRETAGNE
10436,BREITLING,NAVITIMER_GMT,AUTOMATIQUE,ACIER,INCONNUE,2022,NEUF,HOMME/UNISEXE,3771.0,42,46,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,3,GRANDE-BRETAGNE
10437,CARTIER,SANTOS_GALBÉE,QUARTZ,OR_ACIER,OR_ACIER,1990,NEUF,HOMME/UNISEXE,4149.0,0,29,3.0,OR_ACIER,SAPHIR,PLIS,OR_ACIER,2024-04-22,1,ALLEMAGNE
10439,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,CUIR,2020,SATISFAISANT,HOMME/UNISEXE,2400.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,PAYS-BAS
10440,TISSOT,PRX_POWERMATIC,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,1670.0,80,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-22,1,CANADA
10441,CARTIER,SANTOS_GALBÉE,AUTOMATIQUE,ACIER,ACIER,2001,SATISFAISANT,HOMME/UNISEXE,4500.0,42,29,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,PAYS-BAS
10442,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,HOMME/UNISEXE,13995.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,PAYS-BAS
10443,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,24125.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,ÉTATS-UNIS
10447,LONGINES,SPIRIT,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,2700.0,72,42,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,ITALIE
10448,TAG_HEUER,CARRERA_CALIBRE,AUTOMATIQUE,ACIER,ACIER,2016,NEUF,HOMME/UNISEXE,2217.0,42,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,3,ALLEMAGNE
10450,JAEGER_LECOULTRE,GRANDE_REVERSO,AUTOMATIQUE,ACIER,INCONNUE,,NEUF,HOMME/UNISEXE,9785.0,50,47,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,2,ÉTATS-UNIS
10451,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,4899.0,55,42,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,1,ALLEMAGNE
10452,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,1976,NEUF,HOMME/UNISEXE,68122.0,40,39,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ÉTATS-UNIS
10454,ROLEX,YACHT-MASTER_40,AUTOMATIQUE,ACIER,ACIER,2008,NEUF,HOMME/UNISEXE,12354.0,48,40,10.0,PLATINE,SAPHIR,PLIS,PLATINE,2024-04-22,1,ÉTATS-UNIS
10456,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,1994,NEUF,HOMME/UNISEXE,10100.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,ALLEMAGNE
10457,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2019,NEUF,HOMME/UNISEXE,4657.0,55,42,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,1,SUÈDE
10458,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,10771.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,ÉTATS-UNIS
10460,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,375.0,40,37,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-22,0,ALLEMAGNE
10461,TAG_HEUER,AQUARACER_300M,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,2749.0,38,43,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,AUTRICHE
10462,OMEGA,SPEEDMASTER_REDUCED,AUTOMATIQUE,ACIER,ACIER,1993,NEUF,HOMME/UNISEXE,3400.0,42,39,5.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-22,1,ITALIE
10463,JUNGHANS,MEISTER_KALENDER,AUTOMATIQUE,ACIER,CUIR,2017,SATISFAISANT,HOMME/UNISEXE,1200.0,36,40,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-22,4,ALLEMAGNE
10464,ROLEX,SKY-DWELLER,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,19558.0,72,42,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-22,1,ÉTATS-UNIS
10465,SWATCH,SCUBA_FIFTY,AUTOMATIQUE,PLASTIQUE,TEXTILE,2024,NEUF,HOMME/UNISEXE,488.0,90,42,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-22,0,GRANDE-BRETAGNE
10466,ROLEX,AIR_KING,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,10270.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,ÉTATS-UNIS
10467,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,HOMME/UNISEXE,19270.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,1,ÉTATS-UNIS
10469,BLANCPAIN,FIFTY_FATHOMS,AUTOMATIQUE,ACIER,TEXTILE,2021,SATISFAISANT,HOMME/UNISEXE,7799.0,100,38,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-22,1,BULGARIE
10470,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,CAOUTCHOUC,2017,SATISFAISANT,HOMME/UNISEXE,28864.0,50,42,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-22,2,ÉTATS-UNIS
10472,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,1996,SATISFAISANT,HOMME/UNISEXE,6961.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,SUISSE
10473,HAMILTON,KHAKI_PILOT,AUTOMATIQUE,ACIER,CUIR,2022,SATISFAISANT,HOMME/UNISEXE,700.0,80,38,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-22,1,ITALIE
10474,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TEXTILE,2023,NEUF,HOMME/UNISEXE,4751.0,70,42,20.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,2024-04-22,0,ÉTATS-UNIS
10476,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2017,SATISFAISANT,HOMME/UNISEXE,7190.0,48,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,FRANCE
10477,CARTIER,PASHA,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,HOMME/UNISEXE,2500.0,42,38,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,FRANCE
10478,TAG_HEUER,MONACO,AUTOMATIQUE,ACIER,CUIR,2005,SATISFAISANT,HOMME/UNISEXE,2800.0,42,38,3.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-22,2,FRANCE
10479,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,11134.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,GRANDE-BRETAGNE
10481,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,9000.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ÉTATS-UNIS
10482,SWATCH,SCUBA_FIFTY,AUTOMATIQUE,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,500.0,90,42,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-22,0,ESPAGNE
10483,PATEK_PHILIPPE,AQUANAUT,AUTOMATIQUE,ACIER,CAOUTCHOUC,2022,NEUF,HOMME/UNISEXE,63557.0,45,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-22,1,ÉTATS-UNIS
10484,JAEGER_LECOULTRE,REVERSO_DUOFACE,MANUEL,ACIER,CUIR,2006,SATISFAISANT,HOMME/UNISEXE,7350.0,45,26,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,2,FRANCE
10485,ROLEX,GMT-MASTER_II,AUTOMATIQUE,OR_ACIER,OR_ACIER,2023,SATISFAISANT,HOMME/UNISEXE,22977.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,2,ÉTATS-UNIS
10486,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,10590.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ALLEMAGNE
10487,CITIZEN,PROMASTER,QUARTZ,ACIER,CUIR,,NEUF,HOMME/UNISEXE,499.0,0,40,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,2024-04-22,7,FRANCE
10489,OMEGA,SEAMASTER_PLANET,AUTOMATIQUE,ACIER,ACIER,2011,SATISFAISANT,HOMME/UNISEXE,4444.0,48,42,60.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ALLEMAGNE
10490,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,INCONNUE,2020,SATISFAISANT,HOMME/UNISEXE,43097.0,72,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-22,1,GRANDE-BRETAGNE
10491,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2019,NEUF,HOMME/UNISEXE,13100.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-22,1,ITALIE
10493,ROLEX,DATEJUST_41,AUTOMATIQUE,OR_ACIER,OR_ACIER,2017,SATISFAISANT,HOMME/UNISEXE,16159.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-22,1,ÉTATS-UNIS
10494,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2015,SATISFAISANT,HOMME/UNISEXE,4613.0,48,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,1,CANADA
10495,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,INCONNUE,2014,SATISFAISANT,HOMME/UNISEXE,743.0,40,40,10.0,TITANE,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-22,1,FRANCE
10497,ROLEX,DATEJUST_II,AUTOMATIQUE,ACIER,ACIER,2016,SATISFAISANT,HOMME/UNISEXE,15009.0,48,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-22,1,ÉTATS-UNIS
10498,JAEGER_LECOULTRE,REVERSO_GRANDE,MANUEL,ACIER,CUIR,2012,SATISFAISANT,HOMME/UNISEXE,6639.0,45,26,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ÉTATS-UNIS
10499,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2000,SATISFAISANT,HOMME/UNISEXE,5790.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,PAYS-BAS
10500,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,559.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-22,0,CANADA
10501,BELL_ROSS,BR_03-92,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2022,SATISFAISANT,HOMME/UNISEXE,4600.0,38,42,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-22,1,ITALIE
10502,OMEGA,SPEEDMASTER_BROAD,MANUEL,ACIER,ACIER,1999,SATISFAISANT,HOMME/UNISEXE,4377.0,48,42,3.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-22,1,ALLEMAGNE
10505,MICHEL_HERBELIN,NEWPORT,QUARTZ,ACIER,INCONNUE,2023,NEUF,HOMME/UNISEXE,650.0,0,42,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-22,2,FRANCE
10506,PANERAI,LUMINOR_MARINA,AUTOMATIQUE,ACIER,ACIER,2002,SATISFAISANT,HOMME/UNISEXE,4526.0,42,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,SUÈDE
10507,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,OR_ACIER,OR_ACIER,2020,SATISFAISANT,HOMME/UNISEXE,15000.0,70,41,30.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-22,0,FRANCE
10508,ROLEX,AIR_KING,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,10774.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,GRANDE-BRETAGNE
10509,LONGINES,HYDROCONQUEST,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,HOMME/UNISEXE,1083.0,64,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,JAPON
10510,BREITLING,ENDURANCE_PRO,QUARTZ,PLASTIQUE,CAOUTCHOUC,2023,NEUF,HOMME/UNISEXE,2499.0,0,44,10.0,PLASTIQUE,SAPHIR,BOUCLE_ARDILLON,PLASTIQUE,2024-04-22,2,BELGIQUE
10511,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2019,SATISFAISANT,HOMME/UNISEXE,3588.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ALLEMAGNE
10514,BREITLING,COCKPIT,AUTOMATIQUE,ACIER,ACIER,2012,SATISFAISANT,HOMME/UNISEXE,3500.0,42,41,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,FRANCE
10516,BREITLING,CHRONOMAT_COLT,AUTOMATIQUE,ACIER,ACIER,2021,SATISFAISANT,HOMME/UNISEXE,2208.0,38,44,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ÉTATS-UNIS
10517,ORIENT,STAR,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,370.0,42,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,0,GRÈCE
10518,HAMILTON,KHAKI_NAVY,AUTOMATIQUE,ACIER,ACIER,2021,SATISFAISANT,HOMME/UNISEXE,850.0,80,42,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,FRANCE
10520,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2005,NEUF,HOMME/UNISEXE,4960.0,42,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,ESPAGNE
10521,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,564.0,41,45,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,1,SUISSE
10523,PATEK_PHILIPPE,NAUTILUS,AUTOMATIQUE,OR_ROSE,INCONNUE,2022,SATISFAISANT,HOMME/UNISEXE,302100.0,55,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,4,MONACO
10525,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2022,NEUF,HOMME/UNISEXE,279.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-22,0,BULGARIE
10526,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,9912.0,70,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-22,0,GRANDE-BRETAGNE
10527,ROLEX,DAYTONA,AUTOMATIQUE,OR_BLANC,INCONNUE,2012,SATISFAISANT,HOMME/UNISEXE,32970.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,OR_BLANC,2024-04-22,1,GRANDE-BRETAGNE
10528,RADO,DIASTAR,QUARTZ,CÉRAMIQUE,CERAMIQUE,2002,SATISFAISANT,HOMME/UNISEXE,799.0,0,31,0.0,CÉRAMIQUE,SAPHIR,PLIS,ACIER,2024-04-22,1,ALLEMAGNE
10529,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2022,NEUF,HOMME/UNISEXE,7857.0,55,44,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-22,0,ITALIE
10530,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,1999,SATISFAISANT,HOMME/UNISEXE,9500.0,48,40,30.0,ACIER,SAPHIR,PLIS_COUVERT,ACIER,2024-04-22,1,FRANCE
10531,TISSOT,PRX,QUARTZ,ACIER,ACIER,2023,SATISFAISANT,HOMME/UNISEXE,365.0,0,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-22,1,GRANDE-BRETAGNE
10532,BREITLING,FOR_BENTLEY,AUTOMATIQUE,ACIER,CUIR,2020,SATISFAISANT,HOMME/UNISEXE,6622.0,70,42,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,3,ÉTATS-UNIS
10533,IWC,AQUATIMER_AUTOMATIC,AUTOMATIQUE,ACIER,CAOUTCHOUC,,SATISFAISANT,HOMME/UNISEXE,3458.0,42,42,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-22,1,ÉTATS-UNIS
10535,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,13500.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-22,0,ITALIE
10536,VACHERON_CONSTANTIN,OVERSEAS,AUTOMATIQUE,OR_ROSE,ACIER,2022,NEUF,HOMME/UNISEXE,79638.0,40,42,5.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-22,5,SUISSE
10537,TAG_HEUER,CARRERA,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,2357.0,80,42,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-22,2,ÉTATS-UNIS
