,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,pays
9401,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,23486.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
9403,TUDOR,BLACK-BAY-41,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,3599.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
9405,HAMILTON,KHAKI-FIELD,MANUEL,ACIER,CUIR,,Bon,HOMME,,80.0,38.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ÉTATS-UNIS
9406,SEIKO,ALPINIST,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,707.0,50.0,38.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,AUTRICHE
9409,LONGINES,HYDROCONQUEST,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1490.0,72.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ALLEMAGNE
9412,ROLEX,DAYTONA,AUTOMATIQUE,OR_ACIER,ACIER,,État non spécifié,HOMME,22490.0,72.0,40.0,10.0,,SAPHIR,PLIS,OR,AUTRICHE
9413,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,SUISSE
9415,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,14495.0,42.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,PAYS-BAS
9416,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4170.0,60.0,41.0,15.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9417,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,,41.0,39.0,10.0,ACIER,MINÉRAL,PLIS,ACIER,ÉTATS-UNIS
9418,PANERAI,LUMINOR-MARINA-1950-3-DAYS-AUTOMATIC,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,4438.0,72.0,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,SUISSE
9419,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,16850.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ALLEMAGNE
9421,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9599.0,48.0,40.0,30.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9422,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,CAOUTCHOUC,,Bon,HOMME,96630.0,72.0,40.0,10.0,,SAPHIR,PLIS,OR,ÉTATS-UNIS
9423,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9650.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
9424,UNIVERSAL-GENÈVE,COMPAX,MANUEL,OR_ROSE,CUIR,,Bon,HOMME,2500.0,,35.0,,,,BOUCLE_ARDILLON,OR,LUXEMBOURG
9425,SWATCH,SCUBA-FIFTY-FATHOMS,AUTOMATIQUE,PLASTIQUE,TEXTILE,,Neuf,HOMME,,90.0,42.0,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,SUISSE
9427,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,,Bon,HOMME,25544.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,SUÈDE
9429,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,18860.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ITALIE
9431,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,14916.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9432,OMEGA,GLOBEMASTER,AUTOMATIQUE,ACIER,,,Bon,HOMME,7717.0,55.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9433,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,800.0,50.0,41.0,10.0,TITANE,SAPHIR,PLIS,ACIER,FRANCE
9435,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ALUMINIUM,,Bon,HOMME,,70.0,42.0,20.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,AUSTRALIE
9436,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,État non spécifié,HOMME,5758.0,48.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,SUISSE
9437,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,3900.0,70.0,39.0,20.0,TITANE,SAPHIR,PLIS,TITANE,HONGRIE
9439,OMEGA,SPEEDMASTER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1560.0,44.0,39.0,5.0,ACIER,SAPHIR,PLIS,ACIER,JAPON
9440,BREITLING,ENDURANCE-PRO,,PLASTIQUE,CAOUTCHOUC,,Bon,HOMME,3045.0,,44.0,10.0,PLASTIQUE,SAPHIR,BOUCLE_ARDILLON,PLASTIQUE,JAPON
9441,PANERAI,LUMINOR-DUE,AUTOMATIQUE,TITANE,,,Bon,HOMME,5730.0,72.0,42.0,3.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,ÉTATS-UNIS
9442,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,25500.0,48.0,40.0,30.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9444,ROLEX,DATEJUST-41,AUTOMATIQUE,OR_BLANC,ACIER,,Bon,HOMME,12599.0,70.0,41.0,10.0,,SAPHIR,PLIS,OR,ITALIE
9445,OMEGA,SPEEDMASTER-DAY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2890.0,44.0,40.0,10.0,PLASTIQUE,SAPHIR,PLIS,PLASTIQUE,SUÈDE
9447,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,13534.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9448,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,6911.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,ÉTATS-UNIS
9449,ROLEX,OYSTER-PERPETUAL-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9000.0,70.0,41.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,GRÈCE
9450,PATEK-PHILIPPE,AQUANAUT,AUTOMATIQUE,OR_BLANC,CAOUTCHOUC,,Bon,HOMME,76500.0,55.0,42.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
9452,UNIVERSAL-GENÈVE,COMPAX,MANUEL,OR_ROSE,CUIR,,Bon,HOMME,7840.0,,34.0,,,,BOUCLE_ARDILLON,OR,FRANCE
9454,OMEGA,SPEEDMASTER-57,MANUEL,ACIER,ACIER,,Bon,HOMME,8057.0,60.0,40.0,5.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9455,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4326.0,60.0,38.0,15.0,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
9456,LONGINES,SPIRIT,AUTOMATIQUE,ACIER,CUIR,,État non spécifié,HOMME,3882.0,68.0,42.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ALLEMAGNE
9457,BELL-&-ROSS,BR-X1,AUTOMATIQUE,TITANE,CAOUTCHOUC,,Neuf,HOMME,8000.0,,45.0,10.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,FRANCE
9459,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7000.0,48.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9460,HAMILTON,JAZZMASTER-OPEN-HEART,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,,80.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
9462,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,25281.0,48.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
9464,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10490.0,48.0,44.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
9466,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,3831.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,GRANDE-BRETAGNE
9467,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,TEXTILE,,Bon,HOMME,2850.0,70.0,39.0,20.0,ALUMINIUM,SAPHIR,BOUCLE_ARDILLON,ALUMINIUM,ITALIE
9468,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,9349.0,70.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,PAYS-BAS
9469,TUDOR,BLACK-BAY,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4721.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9471,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9999.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9472,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,580.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,GRÈCE
9474,ROLEX,DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4900.0,42.0,36.0,10.0,,SAPHIR,DOUBLE_PLIS,OR,FRANCE
9476,TUDOR,BLACK-BAY,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,2650.0,70.0,42.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
9478,BREITLING,NAVITIMER-8,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,2650.0,40.0,41.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,POLOGNE
9479,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,550.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,ITALIE
9480,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,13650.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9481,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,CAOUTCHOUC,,État non spécifié,HOMME,39000.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,AUTRICHE
9482,ZENITH,DEFY-EL-PRIMERO,AUTOMATIQUE,TITANE,,,Bon,HOMME,7999.0,50.0,44.0,10.0,TITANE,SAPHIR,PLIS,TITANE,BELGIQUE
9484,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,116003.0,48.0,40.0,6.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,SUÈDE
9485,TUDOR,BLACK-BAY,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3039.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9486,OMEGA,SEAMASTER-PLOPROF,AUTOMATIQUE,ACIER,,,Bon,HOMME,4999.0,,37.0,,,,,,FRANCE
9487,TUDOR,BLACK-BAY-CHRONO,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,6500.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
9488,TAG-HEUER,MONACO,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,4200.0,42.0,38.0,3.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
9489,SEIKO,LORD-MATIC,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,,40.0,36.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,VIETNAM
9490,GRAND-SEIKO,HERITAGE-COLLECTION,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,6536.0,72.0,40.0,10.0,TITANE,SAPHIR,PLIS,TITANE,ÉTATS-UNIS
9492,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Bon,HOMME,319.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,ITALIE
9493,ROLEX,OYSTER-PERPETUAL-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,5150.0,48.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
9495,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,7003.0,48.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,SUISSE
9496,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,12890.0,70.0,36.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
9497,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,6250.0,42.0,35.0,10.0,ACIER,SAPHIR,PLIS,ACIER,PORTUGAL
9499,IWC,PILOT-MARK,AUTOMATIQUE,ACIER,,,Bon,HOMME,3490.0,42.0,39.0,6.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ALLEMAGNE
9500,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,4788.0,42.0,29.0,3.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
9502,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,27500.0,40.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9503,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2400.0,42.0,35.0,,ACIER,SAPHIR,PLIS,ACIER,FRANCE
9505,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,19823.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
9507,GLYCINE,AIRMAN,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,800.0,42.0,40.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
9508,ORIS,DIVERS-SIXTY-FIVE,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,1030.0,38.0,40.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,AUTRICHE
9509,TUDOR,ROYAL,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1903.0,38.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,JAPON
9512,TUDOR,RANGER,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,2612.0,70.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,JAPON
9513,BLANCPAIN,FIFTY-FATHOMS,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,23900.0,100.0,40.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ITALIE
9515,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,17668.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
9516,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_ROSE,,,Bon,HOMME,21500.0,48.0,36.0,10.0,,SAPHIR,PLIS,OR,FRANCE
9517,URWERK,UR-105,AUTOMATIQUE,BRONZE,,,Bon,HOMME,46072.0,,39.0,,BRONZE,,BOUCLE_ARDILLON,BRONZE,ÉTATS-UNIS
9519,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,7500.0,42.0,35.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,PAYS-BAS
9520,ROLEX,DAY-DATE-II,AUTOMATIQUE,OR_ROSE,,,Bon,HOMME,41500.0,48.0,41.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
9522,ORIENT,BAMBINO,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,175.0,40.0,41.0,3.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,ITALIE
9523,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,TEXTILE,,Bon,HOMME,,41.0,38.0,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,AUSTRALIE
9524,PORSCHE-DESIGN,HERITAGE,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,4950.0,42.0,42.0,,TITANE,SAPHIR,DOUBLE_PLIS,TITANE,FRANCE
9525,ROLEX,SEA-DWELLER-4000,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9290.0,48.0,40.0,,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
9527,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,476.0,41.0,39.0,10.0,ACIER,MINÉRAL,PLIS,ACIER,ALLEMAGNE
9528,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,21000.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9529,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,7769.0,42.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9530,SEIKO,SCUBA,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,,41.0,42.0,20.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,ÉTATS-UNIS
9534,HAMILTON,KHAKI-FIELD,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,580.0,80.0,42.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9535,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,29800.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ALLEMAGNE
9537,BREITLING,SUPEROCEAN-HERITAGE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4900.0,42.0,42.0,10.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,FRANCE
9539,OMEGA,SPEEDMASTER-MARK-II,MANUEL,ACIER,ACIER,,Bon,HOMME,2750.0,,42.0,10.0,ACIER,MINÉRAL,PLIS,ACIER,ALLEMAGNE
9540,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12900.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,ITALIE
9541,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4663.0,40.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,SUISSE
9542,JAEGER-LECOULTRE,REVERSO-GRANDE-TAILLE,MANUEL,ACIER,CUIR,,Bon,,3490.0,,26.0,,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,ALLEMAGNE
9543,OMEGA,GENÈVE,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,650.0,50.0,35.0,,ACIER,,BOUCLE_ARDILLON,ACIER,BELGIQUE
9545,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,État non spécifié,HOMME,6853.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9546,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,,Neuf,HOMME,19350.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,DANEMARK
9547,JAEGER-LECOULTRE,REVERSO-CLASSIQUE,MANUEL,ACIER,CUIR,,Bon,HOMME,3750.0,,23.0,3.0,ACIER,SAPHIR,,ACIER,PAYS-BAS
9548,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8063.0,50.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9549,ZENITH,EL-PRIMERO,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4500.0,50.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
9550,ROLEX,GMT-MASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9900.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
9552,ROLEX,OYSTER-PERPETUAL-41,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,20007.0,70.0,41.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,SUISSE
9553,PANERAI,RADIOMIR,AUTOMATIQUE,OR_ROSE,CUIR,,Bon,HOMME,19572.0,72.0,45.0,3.0,,SAPHIR,PLIS,OR,ÉTATS-UNIS
9555,TUDOR,BLACK-BAY,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2400.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,ÉTATS-UNIS
9557,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,État non spécifié,HOMME,,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,ÉTATS-UNIS
9558,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,20900.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
9559,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,23486.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
9560,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,,Bon,HOMME,4420.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,ALLEMAGNE
9561,IWC,PILOT-CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,4890.0,44.0,43.0,6.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ALLEMAGNE
9562,OMEGA,SEAMASTER-300,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3899.0,60.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,JAPON
9563,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8930.0,48.0,40.0,30.0,ACIER,SAPHIR,PLIS,ACIER,SUÈDE
9564,AUDEMARS-PIGUET,ROYAL-OAK-SELFWINDING,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,35288.0,60.0,39.0,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,PORTUGAL
9565,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9800.0,48.0,40.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,AUTRICHE
9569,BREITLING,CHRONOMAT-GMT,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,4364.0,42.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,PAYS-BAS
9570,CARTIER,PASHA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3550.0,42.0,38.0,3.0,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
9571,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_JAUNE,ACIER,,Bon,HOMME,7180.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
9572,BELL-&-ROSS,BR-03,AUTOMATIQUE,BRONZE,CUIR,,Bon,HOMME,2690.0,42.0,42.0,30.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,BRONZE,FRANCE
9574,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,339.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,AUTRICHE
9575,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,359.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,ITALIE
9576,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,4689.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,ALLEMAGNE
9578,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,9000.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
9579,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,279.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,ITALIE
9580,ROLEX,OYSTERDATE-PRECISION,MANUEL,ACIER,CUIR,,Bon,HOMME,2375.0,40.0,31.0,10.0,ACIER,,BOUCLE_ARDILLON,ACIER,PAYS-BAS
9582,ROLEX,DATEJUST-TURN-O-GRAPH,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7200.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,FRANCE
9583,PATEK-PHILIPPE,AQUANAUT,AUTOMATIQUE,OR_BLANC,CAOUTCHOUC,,État non spécifié,HOMME,77900.0,45.0,42.0,10.0,,SAPHIR,PLIS,OR,FRANCE
9584,SEIKO,CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,410.0,,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ALGÉRIE
9585,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,SILICONE,,Bon,HOMME,,41.0,43.0,20.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,ÉTATS-UNIS
9587,ROLEX,OYSTER-PERPETUAL-41,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,11851.0,70.0,41.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,GRANDE-BRETAGNE
9588,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,TITANE,TEXTILE,,Bon,HOMME,6383.0,55.0,42.0,30.0,ALUMINIUM,SAPHIR,BOUCLE_ARDILLON,ALUMINIUM,CANADA
