,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,comptage_fonctions,pays
43533,OMEGA,CONSTELLATION,QUARTZ,ACIER,ACIER,1973.0,Bon,HOMME,690.0,,31.0,,ACIER,SAPHIR,PLIS,ACIER,0,BELGIQUE
43537,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,,,2001.0,Bon,HOMME,9250.0,,,,,,,,0,BELGIQUE
43538,PATEK-PHILIPPE,AQUANAUT,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2011.0,Bon,HOMME,70500.0,45.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,ITALIE
43539,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,2016.0,Bon,HOMME,11600.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ITALIE
43543,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,1992.0,Bon,HOMME,6900.0,42.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ITALIE
43544,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,13827.0,70.0,40.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,1,ÉTATS-UNIS
43548,ROLEX,DAY-DATE-36,AUTOMATIQUE,OR_JAUNE,OR,1971.0,Bon,HOMME,14950.0,48.0,36.0,10.0,OR,PLEXIGLAS,BOUCLE_ARDILLON,OR,1,BELGIQUE
43549,JAEGER-LECOULTRE,MEMOVOX,AUTOMATIQUE,ACIER,CUIR,1960.0,Bon,HOMME,4400.0,,37.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,2,FRANCE
43550,ROLEX,SEA-DWELLER,AUTOMATIQUE,ACIER,ACIER,1978.0,Bon,HOMME,13450.0,48.0,40.0,60.0,ALUMINIUM,PLEXIGLAS,PLIS,ALUMINIUM,1,BELGIQUE
43551,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2021.0,État non spécifié,HOMME,8995.0,70.0,41.0,10.0,,SAPHIR,PLIS,ACIER,1,PAYS-BAS
43553,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,2016.0,Bon,HOMME,14890.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,ALLEMAGNE
43554,CITIZEN,PROMASTER-MARINE,AUTOMATIQUE,TITANE,,,État non spécifié,HOMME,895.0,,46.0,20.0,,MINÉRAL,PLIS,,1,FRANCE
43559,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,2022.0,Bon,HOMME,16171.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,SUÈDE
43560,HUBLOT,SQUARE-BANG,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2022.0,Bon,HOMME,18000.0,72.0,42.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,ALLEMAGNE
43561,NOMOS,CLUB-CAMPUS,AUTOMATIQUE,ACIER,CUIR,2024.0,État non spécifié,HOMME,1125.0,43.0,36.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2,ITALIE
43563,CARTIER,PANTHÈRE,QUARTZ,ACIER,ACIER,1996.0,Bon,HOMME,3150.0,,26.0,3.0,OR,MINÉRAL,DOUBLE_PLIS,OR,0,FRANCE
43564,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,2021.0,Bon,HOMME,18718.0,70.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,SERBIE
43566,EBEL,SPORT,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,2100.0,,40.0,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,FRANCE
43567,TAG-HEUER,MONZA,AUTOMATIQUE,ACIER,CUIR,2004.0,Bon,HOMME,2750.0,,38.0,,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
43568,TUDOR,BLACK-BAY-41,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,3160.0,38.0,41.0,15.0,ACIER,SAPHIR,PLIS,ACIER,4,RÉPUBLIQUE_TCHEQUE
43569,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2023.0,Bon,HOMME,11750.0,70.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ALLEMAGNE
43572,ROLEX,SKY-DWELLER,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2020.0,Bon,HOMME,37507.0,72.0,42.0,10.0,OR,SAPHIR,PLIS,OR,0,ÉTATS-UNIS
43573,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2020.0,Bon,HOMME,9250.0,70.0,41.0,10.0,,SAPHIR,PLIS,ACIER,1,FRANCE
43575,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,CUIR,1998.0,Bon,HOMME,2552.0,,34.0,,OR,SAPHIR,PLIS,OR,1,ALLEMAGNE
43578,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2020.0,État non spécifié,HOMME,9195.0,70.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ROYAUME-UNI
43581,CARTIER,TORTUE,AUTOMATIQUE,OR_ROSE,,,Bon,HOMME,41990.0,,28.0,,OR,MINÉRAL,DOUBLE_PLIS,OR,0,BELGIQUE
43586,BREGUET,TYPE-XX---XXI---XXII,AUTOMATIQUE,ACIER,CUIR,1970.0,Bon,HOMME,,36.0,40.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,2,FRANCE
43587,MIDO,ALL-DIAL,AUTOMATIQUE,ACIER,SILICONE,2009.0,Bon,HOMME,,,42.0,8.0,ACIER,SAPHIR,PLIS,ACIER,0,MEXIQUE
43589,ROLEX,DATEJUST-41,AUTOMATIQUE,OR_BLANC,ACIER,2022.0,Bon,HOMME,12769.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43590,OMEGA,SPEEDMASTER,QUARTZ,TITANE,TITANE,,Bon,HOMME,2346.0,,45.0,3.0,,,PLIS,,4,FRANCE
43591,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,2023.0,Bon,HOMME,17872.0,50.0,41.0,30.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43592,CARTIER,TANK-LOUIS-CARTIER,MANUEL,OR_JAUNE,CUIR,,Bon,HOMME,8900.0,,22.0,,,,BOUCLE_ARDILLON,OR,0,FRANCE
43595,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,1989.0,Bon,HOMME,9496.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ÉTATS-UNIS
43598,FREDERIQUE-CONSTANT,CLASSICS,AUTOMATIQUE,ACIER,,,État non spécifié,HOMME,1295.0,68.0,30.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
43599,BREITLING,CHRONOMAT,AUTOMATIQUE,OR_ACIER,ACIER,1990.0,Bon,HOMME,2500.0,42.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ESPAGNE
43601,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2023.0,État non spécifié,HOMME,31750.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,AUTRICHE
43603,TUDOR,BLACK-BAY-GMT,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,3490.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,1,BELGIQUE
43604,BREITLING,CHRONOMAT,AUTOMATIQUE,OR_JAUNE,OR,1998.0,Bon,HOMME,18500.0,42.0,39.0,10.0,OR,SAPHIR,BOUCLE_ARDILLON,OR,3,PAYS-BAS
43607,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2024.0,État non spécifié,HOMME,365.0,70.0,42.0,3.0,CÉRAMIQUE,PLEXIGLAS,PLIS,CÉRAMIQUE,0,ALLEMAGNE
43608,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,2023.0,Neuf,HOMME,7450.0,42.0,36.0,10.0,OR,SAPHIR,PLIS,OR,0,FRANCE
43610,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,2010.0,Bon,HOMME,3190.0,48.0,36.0,30.0,ACIER,SAPHIR,PLIS,ACIER,1,ALLEMAGNE
43611,ROLEX,GMT-MASTER,AUTOMATIQUE,ACIER,ACIER,1966.0,Bon,HOMME,33200.0,48.0,40.0,10.0,ACIER,PLEXIGLAS,PLIS,ACIER,2,FRANCE
43613,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,ACIER,1999.0,Bon,HOMME,3990.0,42.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ALLEMAGNE
43614,TISSOT,CHEMIN-DE-TOURELLES,AUTOMATIQUE,ACIER,,2019.0,Bon,HOMME,1850.0,80.0,44.0,3.0,ACIER,SAPHIR,PLIS,ACIER,0,ALLEMAGNE
43615,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2014.0,Bon,HOMME,13900.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
43617,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2024.0,État non spécifié,HOMME,4190.0,70.0,39.0,20.0,TITANE,SAPHIR,PLIS,TITANE,3,ALLEMAGNE
43620,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,15932.0,70.0,44.0,120.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ROYAUME-UNI
43621,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,1977.0,Satisfaisant,HOMME,13871.0,48.0,40.0,20.0,ACIER,PLASTIQUE,PLIS,ACIER,1,JAPON
43625,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,2023.0,Neuf,HOMME,9250.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,HONGRIE
43626,BREITLING,AVENGER-II-GMT,AUTOMATIQUE,ACIER,CAOUTCHOUC,2016.0,Bon,HOMME,2530.0,42.0,43.0,30.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
43627,TAG-HEUER,MONACO-CALIBRE-11,AUTOMATIQUE,ACIER,CUIR,2012.0,Bon,HOMME,5350.0,40.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,FRANCE
43628,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,13639.0,50.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
43629,CARTIER,TANK,AUTOMATIQUE,ARGENT,CUIR,1986.0,Satisfaisant,HOMME,1800.0,32.0,21.0,,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ACIER,0,FRANCE
43632,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2023.0,État non spécifié,HOMME,16000.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,PAYS-BAS
43633,CASIO,G-SHOCK,QUARTZ,ACIER,ACIER,2022.0,Neuf,HOMME,555.0,,49.0,20.0,ACIER,MINÉRAL,PLIS,ACIER,2,FRANCE
43634,OMEGA,SEAMASTER-PLANET-OCEAN,AUTOMATIQUE,TITANE,TITANE,2017.0,Bon,HOMME,4790.0,60.0,38.0,60.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,BELGIQUE
43637,OMEGA,CONSTELLATION,AUTOMATIQUE,ACIER,ACIER,2008.0,Bon,HOMME,1990.0,50.0,36.0,5.0,ACIER,SAPHIR,PLIS,ACIER,0,BELGIQUE
43639,HERMÈS,ARCEAU,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,2890.0,42.0,43.0,3.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2,FRANCE
43640,BREITLING,SUPEROCEAN-44,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,3000.0,38.0,44.0,100.0,ACIER,SAPHIR,PLIS,ACIER,1,ROUMANIE
43642,ZENITH,EL-PRIMERO-CHRONOMASTER-LADY,AUTOMATIQUE,ACIER,CUIR,2007.0,Bon,HOMME,2850.0,50.0,37.0,3.0,ACIER,SAPHIR,,ACIER,2,ALLEMAGNE
43643,ETERNA,1948,AUTOMATIQUE,ACIER,,2021.0,Bon,HOMME,3000.0,,41.0,5.0,,SAPHIR,PLIS,ACIER,1,FRANCE
43644,ROLEX,OYSTER-PERPETUAL-34,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,7500.0,55.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ITALIE
43645,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,2009.0,Bon,HOMME,10479.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,SUÈDE
43650,AUDEMARS-PIGUET,ROYAL-OAK-OFFSHORE-DIVER,AUTOMATIQUE,ACIER,CAOUTCHOUC,2024.0,Bon,HOMME,25679.0,60.0,42.0,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,ÉTATS-UNIS
43651,ROLEX,DATEJUST-36,AUTOMATIQUE,,,2021.0,Bon,HOMME,8150.0,,,,,,,,0,BELGIQUE
43652,OMEGA,SEAMASTER,QUARTZ,ACIER,ACIER,2005.0,Bon,HOMME,2090.0,44.0,36.0,20.0,ACIER,SAPHIR,PLIS,ACIER,1,BELGIQUE
43654,OMEGA,SEAMASTER-COSMIC,AUTOMATIQUE,ACIER,,1970.0,Bon,HOMME,1950.0,,35.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,1,FRANCE
43658,ROLEX,DATEJUST-TURN-O-GRAPH,AUTOMATIQUE,OR_ACIER,ACIER,1997.0,Bon,HOMME,5400.0,48.0,36.0,10.0,OR,SAPHIR,PLIS,OR,1,ITALIE
43660,TAG-HEUER,MONACO-CALIBRE-12,AUTOMATIQUE,ACIER,,2016.0,Bon,HOMME,3550.0,40.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
43667,ROLEX,DAY-DATE-II,AUTOMATIQUE,PLATINE,PLATINE,2009.0,Bon,HOMME,49383.0,48.0,41.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,1,ÉTATS-UNIS
43671,TISSOT,PRX-POWERMATIC-80,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,1000.0,80.0,40.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,FRANCE
43674,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,CAOUTCHOUC,2024.0,État non spécifié,HOMME,4650.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,1,ALLEMAGNE
43675,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,2004.0,Bon,HOMME,6109.0,42.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
43677,PATEK-PHILIPPE,GOLDEN-ELLIPSE,AUTOMATIQUE,OR_BLANC,OR,,Bon,HOMME,11800.0,,20.0,,OR,MINÉRAL,BOUCLE_ARDILLON,OR,0,FRANCE
43678,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,500.0,70.0,42.0,3.0,CÉRAMIQUE,PLEXIGLAS,PLIS,CÉRAMIQUE,0,FRANCE
43679,IWC,PORTUGUESE-CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,5900.0,44.0,41.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
43684,ROLEX,SEA-DWELLER-4000,AUTOMATIQUE,ACIER,ACIER,2009.0,Bon,HOMME,15950.0,48.0,40.0,120.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ALLEMAGNE
43685,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,2020.0,Neuf,HOMME,6299.0,42.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,PAYS-BAS
43686,UNIVERSAL-GENÈVE,COMPAX,AUTOMATIQUE,OR_JAUNE,,,Bon,HOMME,14310.0,,36.0,3.0,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,0,BELGIQUE
43687,GRAND-SEIKO,ELEGANCE-COLLECTION,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,4900.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,BELGIQUE
43690,TAG-HEUER,CARRERA-CALIBRE-1887,AUTOMATIQUE,ACIER,CUIR,2013.0,Bon,HOMME,2817.0,50.0,45.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ARABIE_SAOUDITE
43692,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2023.0,État non spécifié,HOMME,27900.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,SUISSE
43694,CHANEL,J12,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,,Bon,HOMME,4720.0,42.0,41.0,,CÉRAMIQUE,SAPHIR,DOUBLE_PLIS,CÉRAMIQUE,1,FRANCE
43699,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,4609.0,55.0,42.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ÉTATS-UNIS
43700,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2022.0,Neuf,HOMME,14062.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43703,ROLEX,OYSTER-PERPETUAL-41,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,7900.0,70.0,41.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,ITALIE
43708,TUDOR,BLACK-BAY,AUTOMATIQUE,CÉRAMIQUE,CUIR,2021.0,Bon,HOMME,2718.0,70.0,41.0,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ÉTATS-UNIS
43714,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2010.0,Bon,HOMME,11617.0,50.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ÉTATS-UNIS
43717,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,2019.0,Neuf,HOMME,13990.0,50.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,FRANCE
43724,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,CUIR,2021.0,Bon,HOMME,3117.0,70.0,39.0,20.0,ALUMINIUM,SAPHIR,PLIS,ACIER,0,SUÈDE
43727,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,2023.0,État non spécifié,HOMME,8827.0,42.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ROYAUME-UNI
43730,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2021.0,Bon,HOMME,15495.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,PAYS-BAS
43733,ROLEX,DAYTONA,AUTOMATIQUE,OR_BLANC,OR,2021.0,Bon,HOMME,42601.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43739,OMEGA,SPEEDMASTER-DAY-DATE,AUTOMATIQUE,ACIER,ACIER,2003.0,Bon,HOMME,3546.0,44.0,39.0,5.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,5,ÉTATS-UNIS
43740,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,12500.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ITALIE
43745,AUDEMARS-PIGUET,ROYAL-OAK-OFFSHORE-CHRONOGRAPH,AUTOMATIQUE,TITANE,CAOUTCHOUC,2022.0,Bon,HOMME,40000.0,70.0,42.0,10.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,0,ITALIE
43747,JAEGER-LECOULTRE,REVERSO-SQUADRA-HOMETIME,AUTOMATIQUE,ACIER,CAOUTCHOUC,2009.0,Bon,HOMME,4900.0,,35.0,,,,,,0,FRANCE
43749,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2007.0,Bon,HOMME,12500.0,48.0,40.0,10.0,,SAPHIR,PLIS,CÉRAMIQUE,2,FRANCE
43750,TISSOT,PRC-200,QUARTZ,ACIER,ACIER,2015.0,Bon,HOMME,230.0,,42.0,,ACIER,,,ACIER,0,FRANCE
43751,CHOPARD,ALPINE-EAGLE,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,11071.0,60.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
43752,LONGINES,RECORD,AUTOMATIQUE,ACIER,CUIR,1970.0,Bon,FEMME,750.0,64.0,35.0,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,BELGIQUE
43754,DIOR,CHIFFRE-ROUGE,AUTOMATIQUE,ACIER,,,Bon,HOMME,1590.0,42.0,38.0,5.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,0,FRANCE
43756,OMEGA,SPEEDMASTER-RACING,AUTOMATIQUE,ACIER,ACIER,2018.0,Bon,HOMME,6300.0,60.0,44.0,5.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2,ALLEMAGNE
43758,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2021.0,Neuf,HOMME,12793.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ÉTATS-UNIS
43760,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,2024.0,Bon,HOMME,14495.0,70.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,PAYS-BAS
43763,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,2023.0,Bon,HOMME,17287.0,70.0,41.0,30.0,OR,SAPHIR,PLIS,OR,0,ROYAUME-UNI
43764,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,CUIR,1963.0,Bon,HOMME,1900.0,50.0,34.0,,ACIER,PLEXIGLAS,BOUCLE_ARDILLON,ACIER,0,BELGIQUE
43765,AUDEMARS-PIGUET,ROYAL-OAK,AUTOMATIQUE,OR_BLANC,OR,2023.0,État non spécifié,HOMME,,50.0,41.0,5.0,OR,SAPHIR,PLIS,OR,1,ALLEMAGNE
43769,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,13800.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ALLEMAGNE
43771,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,1999.0,Bon,HOMME,11400.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ITALIE
43775,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2015.0,Bon,HOMME,17800.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,ESPAGNE
43776,HERMÈS,CLIPPER,QUARTZ,ACIER,ACIER,2013.0,Bon,HOMME,1990.0,,40.0,,ACIER,SAPHIR,PLIS,ACIER,1,BELGIQUE
43777,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,20229.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ROYAUME-UNI
43783,OMEGA,SPEEDMASTER-57,AUTOMATIQUE,ACIER,CUIR,2023.0,Bon,HOMME,7350.0,60.0,40.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,ROYAUME-UNI
43784,ROLEX,DAYTONA,AUTOMATIQUE,OR_BLANC,OR,2023.0,Bon,HOMME,45032.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
43787,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,2003.0,Bon,HOMME,7190.0,50.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,2,ITALIE
43790,CHOPARD,GRAND-PRIX-DE-MONACO-HISTORIQUE,AUTOMATIQUE,TITANE,TEXTILE,2020.0,Neuf,HOMME,,46.0,44.0,10.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,2,ÉTATS-UNIS
43792,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,2024.0,État non spécifié,HOMME,23431.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ÉTATS-UNIS
43794,LONGINES,AVIGATION,AUTOMATIQUE,ACIER,CUIR,2020.0,Bon,HOMME,2399.0,54.0,41.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,ITALIE
43802,ROLEX,DAYTONA,AUTOMATIQUE,OR_ACIER,ACIER,2008.0,Bon,HOMME,15990.0,72.0,40.0,10.0,OR,SAPHIR,PLIS,OR,1,ALLEMAGNE
43812,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2022.0,Bon,HOMME,24650.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,1,PAYS-BAS
43816,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,1976.0,Bon,HOMME,9990.0,48.0,40.0,20.0,ACIER,PLEXIGLAS,PLIS,ACIER,1,RÉPUBLIQUE_TCHEQUE
43818,OMEGA,SEAMASTER-PLANET-OCEAN,AUTOMATIQUE,ACIER,ACIER,2019.0,Bon,HOMME,4490.0,60.0,43.0,60.0,ACIER,SAPHIR,PLIS,ACIER,2,BELGIQUE
43819,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2024.0,État non spécifié,HOMME,30095.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,ÉTATS-UNIS
43820,FREDERIQUE-CONSTANT,MANUFACTURE-SLIMLINE-PERPETUAL-CALENDAR,AUTOMATIQUE,ACIER,TEXTILE,,État non spécifié,HOMME,11995.0,38.0,42.0,3.0,,SAPHIR,PLIS,ARGENT,4,FRANCE
43826,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,2024.0,Neuf,HOMME,14000.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,0,FRANCE
43832,ROLEX,DATEJUST-II,AUTOMATIQUE,ACIER,ACIER,2013.0,Bon,HOMME,9500.0,48.0,41.0,10.0,OR,SAPHIR,PLIS,OR,1,ITALIE
